,Cluster_1,Cluster_2,Cluster_3
0,0.030804843304843302,0.03466235632183909,0.05924695459579184
1,0.014957264957264946,0.03466235632183909,0.05924695459579184
2,0.04630403815186425,0.009166666666666663,0.1290143964562569
3,0.04630403815186425,0.03466235632183909,0.1290143964562569
4,0.04630403815186425,0.03466235632183909,0.1290143964562569
5,0.04630403815186425,0.016666666666666663,0.05924695459579184
6,0.04630403815186425,0.016666666666666663,0.11738648947951269
7,0.04630403815186425,0.016666666666666663,0.11738648947951269
8,0.04630403815186425,0.022916666666666658,0.011627906976744182
9,0.04630403815186425,0.10802203065134097,0.023255813953488365
10,0.04630403815186425,0.031063218390804594,0.2591362126245848
11,0.04630403815186425,0.05265804597701147,0.30564784053156147
12,0.04630403815186425,0.02879310344827586,0.30564784053156147
13,0.04630403815186425,0.16515804597701145,0.4568106312292358
14,0.04630403815186425,0.13390804597701148,0.11849390919158367
15,0.04630403815186425,0.13390804597701148,0.19988925802879304
16,0.01424739635441977,0.19015804597701144,0.19988925802879304
17,0.16954044345348704,0.12765804597701153,0.1533776301218163
18,0.16064350303480737,0.27618135376756076,0.4728682170542638
19,0.22310169701474059,1.0,0.8809523809523812
20,0.10186217432594244,0.9437499999999998,0.6018826135105205
21,0.15564226433791647,0.21379310344827585,0.3377630121816169
22,0.4271955902390681,0.06653325123152704,0.09479512735326695
23,0.06185226475081548,0.16914511494252873,0.18968517639613985
24,0.1430436847103513,0.14935344827586208,0.3148763381321521
25,0.911396011396011,0.06619971264367822,0.7788851974898489
26,0.14216111317560587,0.030833333333333338,0.9302325581395348
27,0.08280688715471327,0.034375000000000024,0.5802879291251384
28,0.06179549114331725,0.06770833333333333,0.29401993355481726
29,0.12436516784342877,0.11630747126436779,0.2358803986710964
30,0.6038182831661093,0.3533405172413794,0.2358803986710964
31,0.914102564102564,0.07235632183908049,0.17774086378737544
32,0.3079400470704818,0.10919540229885062,0.7901439645625691
33,0.027777777777777787,0.014870689655172412,0.18936877076411962
34,0.0055555555555555575,0.02528735632183908,0.09413067552602442
35,0.0628716090672612,0.0,0.011627906976744182
36,0.028853895701721775,0.0,0.0
37,0.02422426607209214,0.040912356321839066,0.0
38,0.047372414220240286,0.02841235632183908,0.0
39,0.04274278459061063,0.02841235632183908,0.0
40,0.0030864197530864196,0.02841235632183908,0.07032115171650057
41,0.0752766423056278,0.05028735632183907,0.035437430786268015
